id,date,value,f500,seg,f125,lMin,f1000,f8000,f4000,soundExpLVL,ram,lPeak,hora,f63,memo,timeStamp,f31,f2000,lMax,min,global,cpu,temp,f250
"DSEiREQb6HgqrHYoEYHD","2021-08-29T04:45:01.000Z",66.82,58.73,47,56.09,48.94,61.55,42.85,54.99,68.9,78.4,86.13,1,47.11,21.57,1630212301,34.2,60.32,71.64,44,66.82,6.5,49.39,58.83
"QRE8A0JO2Lf22njKcgE6","2021-08-29T04:43:01.000Z",77.56,67.6,47,59.82,48.95,74.34,55.51,67.94,79.64,78.4,104.08,1,46.63,21.65,1630212181,32.98,71.13,90.63,42,77.56,6.7,48.85,65.42
"Run7XiK1rLAuOYX69fJP","2021-08-29T04:41:01.000Z",77.61,67.64,47,59.32,54.34,74.4,55.56,67.99,79.69,78.4,104.08,1,45.19,21.62,1630212061,32.4,71.26,90.63,40,77.61,6.7,48.85,65.38
"VIxyYyPjs5Jc0JWcigPq","2021-08-29T04:39:01.000Z",67.96,58.94,47,51.07,45.03,63.69,49.87,57.94,70.04,78.3,99.18,1,43.95,21.67,1630211941,34.77,62.58,74.62,38,67.96,6.9,49.39,56.51
"occ9iYQwpvkz0VetK3B8","2021-08-29T04:37:01.000Z",67.46,58.31,47,57.64,44.63,62.27,49.84,58.11,69.54,78.3,99.18,1,43.11,21.69,1630211821,35.5,61.51,74.62,36,67.46,6.9,48.31,56.46
"cyOoNSh0SsoQSdzBud6s","2021-08-29T04:35:01.000Z",66.66,58,47,58.59,43.86,61.32,41.76,55.1,68.74,78.3,85.14,1,44.23,21.69,1630211701,33.82,60.32,72.3,34,66.66,6.9,48.31,56.82
"QPPLP6o6MfcOjw711jdH","2021-08-29T04:33:01.000Z",66.14,57.95,47,54.14,43.11,61.6,40.42,53.46,68.22,78.3,85.14,1,43.64,21.65,1630211581,31.98,60.37,70.72,32,66.14,6.6,49.39,56.38
"oO9EtpccV3LjqdUZAgPS","2021-08-29T04:31:01.000Z",67.52,59.32,47,52.46,44.58,62.6,42.14,55.32,69.6,78.3,89.75,1,42.2,21.65,1630211461,31.48,62.3,72.4,30,67.52,6.4,48.31,58.61
"QPHY1d8oKILHGAEeD1oU","2021-08-29T04:29:01.000Z",68.36,60.03,47,52.82,49.27,63.59,43.67,56.66,70.44,78.3,89.75,1,43.69,21.65,1630211341,33.64,63.18,72.4,28,68.36,6.6,48.85,58.96
"XCMIiR8CGaOUWT18TqSV","2021-08-29T04:27:01.000Z",67.2,58.42,47,47.16,51.12,63,42.31,55.8,69.28,78.3,89.03,1,41.19,21.67,1630211221,32.55,62.46,71.85,26,67.2,6.5,48.31,55.26
"8H2jzhlJ8S05ZSiu6wK9","2021-08-29T04:25:01.000Z",68.01,60.39,47,50.17,45.56,63.59,41.9,55.32,70.09,78.3,90.46,1,41.13,21.65,1630211101,32.12,62.15,75.43,24,68.01,6.9,48.85,59.16
"REGgkYbU0VE1AeiB1EPl","2021-08-29T04:23:01.000Z",68.32,61.12,47,52.46,46.25,63.5,44.26,56.77,70.4,78.3,90.46,1,41.22,21.67,1630210981,33,62.01,75.43,22,68.32,6.4,48.31,59.91
"3b4LRRiHXKIoYDy4EzYF","2021-08-29T04:21:01.000Z",68.46,61.22,47,53.07,48.84,63.22,44.5,57.49,70.54,78.3,86.17,1,42.73,21.66,1630210861,33.64,62.72,73.08,20,68.46,6.3,48.85,59.56
"cSIH7S6DwWp6kKRRVPag","2021-08-29T04:19:01.000Z",68.01,61.41,47,51.54,51.78,63.05,42.32,55.87,70.09,78.3,86.17,1,42.29,21.66,1630210741,33.01,62.03,73.08,18,68.01,6.8,48.85,58.86
"74JIdLPFK0e9IOlWqIFY","2021-08-29T04:17:01.000Z",67.43,60.33,47,49.37,48.9,62.76,44.72,56.83,69.51,78.3,88.8,1,39.93,21.66,1630210621,32.86,61.79,72.51,16,67.43,6.7,48.85,56.5
"nepNuOtVuHLHUKTyvgE8","2021-08-29T04:15:01.000Z",67.32,59.27,47,50.02,52.35,62.8,44.93,56.96,69.4,78.3,88.8,1,42.68,21.68,1630210501,35.26,61.9,72.51,14,67.32,6.7,48.31,56.49
"r9nLtCLkXyZ8F9TvvYcr","2021-08-29T04:13:01.000Z",68.08,60.95,47,54.35,50.6,62.79,44.18,56.16,70.16,78.3,91.23,1,45.7,21.69,1630210381,39.14,61.99,77.08,12,68.08,7.1,48.31,59.73
"exRUBhMYncQankZnZIhV","2021-08-29T04:11:01.000Z",68.43,61.02,47,53.97,46.67,63.26,44.25,56.79,70.51,78.3,91.23,1,44.74,21.72,1630210261,38.44,62.77,77.08,10,68.43,6.9,49.39,59.59
"pIPBY7vgY9RqKVnIiifq","2021-08-29T04:09:01.000Z",66.56,57.7,47,46.52,47.25,62.46,41.49,55.03,68.63,78.3,87.04,1,40.02,21.7,1630210141,32.34,61.8,71.67,8,66.56,6.9,48.31,54.28
"oJeWqokwIcEKvBmZP3Zx","2021-08-29T04:07:01.000Z",67.68,59.71,47,47.85,44.4,63.36,44.35,56.55,69.76,78.3,88.75,1,40.4,21.66,1630210021,31.86,62.31,74.73,6,67.68,6.6,48.31,57.05
"5Rqehg7h9itiVmwgBA13","2021-08-29T04:05:01.000Z",68.29,60.27,47,51.55,47.39,63.89,44.64,57.04,70.37,78.3,88.75,1,49.08,21.68,1630209901,32.15,62.74,74.73,4,68.29,6.5,48.31,57.72
"AoTWQX4w7xVhNUDHV36G","2021-08-29T04:03:01.000Z",69.46,61.59,47,54.13,47.84,64.93,45.95,58.16,71.53,78.3,94.4,1,51.26,21.71,1630209781,37.15,63.81,76.69,2,69.46,7.2,48.31,58.88
"cF1x8lZVTheMLFQ6DTbq","2021-08-29T04:01:01.000Z",70.71,63.49,47,54.35,53.25,65.61,48.23,60.43,72.79,78.3,94.4,1,50.38,21.65,1630209661,41.55,65.05,76.69,"",70.71,7,48.31,60.61
"iRqwmMyTVTL3jXEclDx1","2021-08-29T03:59:01.000Z",71.72,65.23,47,57.74,55.31,65.05,49.59,62.18,73.8,78.4,99.05,"",48.08,21.63,1630209541,40.42,65.19,81.04,58,71.72,6.9,48.31,64.18
"8nZbe98fz5IYisCQgLey","2021-08-29T03:57:01.000Z",70.58,63.98,47,57.03,50.79,63.89,48.28,60.84,72.66,78.2,99.05,"",43.57,21.76,1630209421,31.73,63.93,81.04,56,70.58,6.4,48.31,63.43
"NPujTpTgmZkrgefKi2eQ","2021-08-29T03:55:01.000Z",67.78,59.12,47,49.85,44.53,63.28,45.79,57.52,69.86,78.4,87.52,"",42.34,21.65,1630209301,31.35,62.8,74.48,54,67.78,6.5,48.31,56.29
"JiR6OMoaOjivkKirYYud","2021-08-29T03:53:01.000Z",68.86,60.77,47,50.44,51.45,64.28,48.19,58.69,70.94,78.3,88.91,"",40.45,21.69,1630209181,30.94,63.71,74.48,52,68.86,6.6,49.39,57.39
"61YFNG0BJrmC7RYerG2H","2021-08-29T03:51:01.000Z",67.71,59.95,47,48.8,44.42,62.99,46.93,57.11,69.79,78.3,88.91,"",39.95,21.72,1630209061,30.29,62.53,74.42,50,67.71,6.6,48.85,56.88
"swaa3vXy0LJn4471fwwC","2021-08-29T03:49:00.000Z",66.96,59.11,47,52.72,45.69,61.69,44.96,56.09,69.04,78.3,89.72,"",44.02,21.69,1630208940,30.32,61.61,75,48,66.96,6.9,48.85,57.57
"W4BjyeoNZPT9g0PcrFae","2021-08-29T03:47:00.000Z",68.32,60.32,47,52.76,49.43,63.39,46.04,57.64,70.4,78.3,89.72,"",44.05,21.7,1630208820,33.29,63.19,75,46,68.32,6.9,48.85,57.87
"8dVTqVqWTjtO0Xi1871n","2021-08-29T03:45:01.000Z",67.91,59.74,47,48.8,46.72,63.46,45.07,57.04,69.99,78.3,84.58,"",42.5,21.7,1630208701,35.66,62.9,70.39,44,67.91,6.6,49.39,56.35
"OBVlX97n7zT2NuUFWDwI","2021-08-29T03:43:01.000Z",68.07,60.1,47,50.48,44.15,63.72,44.92,57.14,70.15,78.3,87.69,"",44.56,21.7,1630208581,36.32,62.23,71.28,42,68.07,6.8,48.85,58.27
"CaCM0cfGdlqH7zLJx3WH","2021-08-29T03:41:01.000Z",67.87,60.47,47,51.88,52.55,63.23,43.16,56.29,69.95,78.3,87.71,"",47.09,21.73,1630208461,34.2,61.76,73.16,40,67.87,7,49.39,58.75
"oeMqmMkVuvvTyq6UQygY","2021-08-29T03:39:01.000Z",66.72,59.25,47,50.98,53.62,61.35,43.78,55.79,68.8,78.3,87.71,"",46.03,21.69,1630208341,31.71,61.57,73.16,38,66.72,7.1,49.39,56.87
"Y6hF9ZDvXhitw2fg4ku2","2021-08-29T03:37:01.000Z",70.08,64.65,47,55.94,47.71,63.55,46.46,58.34,72.16,78.3,91.42,"",43.2,21.72,1630208221,33.24,63.24,78.1,36,70.08,6.7,49.93,62.42
"kx3nlYJt4wxvHvbeH8UH","2021-08-29T03:35:01.000Z",70.84,65,47,56.31,55.04,65.03,46.3,58.96,72.92,78.3,91.42,"",43.93,21.69,1630208101,33.4,64.27,78.1,34,70.84,7,49.39,62.65
"HVslTH2MqV5qg9IM1VRf","2021-08-29T03:33:01.000Z",68.83,59.92,47,51.01,46.92,64.7,44.55,57.71,70.91,78.3,85.68,"",43.25,21.74,1630207981,32.87,63.87,71.46,32,68.83,6.7,49.39,57.01
"AsOCw2Mw437Hqioqmcwm","2021-08-29T03:31:01.000Z",68.76,59.76,47,53.19,49.92,63.92,48.31,59.19,70.84,78.2,95.87,"",45.31,21.8,1630207861,32.87,63.56,71.94,30,68.76,6.6,49.39,58.42
"4wkwvL97MR1tpXBOjb8c","2021-08-29T03:29:01.000Z",70.94,64.14,47,59.17,44.14,63.69,49.29,60.37,73.02,78.3,95.87,"",45.09,21.75,1630207741,33.69,63.69,77.39,28,70.94,6.7,49.39,64.91
"20A97a7Um1lvr4Sezrdx","2021-08-29T03:27:01.000Z",71.34,64.75,47,59.24,48.92,64.64,46.77,59.62,73.42,78.3,100.79,"",43.71,21.73,1630207621,36.05,64.43,77.39,26,71.34,6.5,49.39,64.93
"eXWnh4qwymekm4wRxOyR","2021-08-29T03:25:01.000Z",69.76,62.06,47,55.08,52.7,64.5,47.77,59.52,71.84,78.2,100.79,"",43.6,21.83,1630207501,36.14,64.28,75.53,24,69.76,6.8,49.39,60.26
"gRgrQMK0WLYcEwidC3SK","2021-08-29T03:23:01.000Z",69.17,61.12,47,54.34,50.79,63.92,48.1,59.44,71.25,78.3,97.08,"",45.11,21.72,1630207381,34.36,63.64,75.53,22,69.17,6.6,49.39,59.75
"8k995GPnpyYf8ANCIzr2","2021-08-29T03:21:01.000Z",70.78,62.83,47,53.62,46.61,65.25,48.41,60.71,72.86,78.3,96.72,"",45.96,21.75,1630207261,34.7,66.04,80.74,20,70.78,6.9,49.39,60.69
"tXLlUdJFdr0oFEx6lpRb","2021-08-29T03:19:01.000Z",72.79,66.37,47,60.17,51.72,65.17,48.1,60.38,74.87,78.3,96.72,"",44.47,21.72,1630207141,33.89,65.57,80.74,18,72.79,6.9,49.39,67.45
"Jat2p8xSTnKHT0hchZst","2021-08-29T03:17:01.000Z",74.28,68.75,47,61.7,51.81,66.39,52.06,63.07,76.36,78.3,98.56,"",46.6,21.74,1630207021,40.32,65.74,81.37,16,74.28,6.8,48.85,68.73
"5bVoOBa4g6fCi6hS8fGO","2021-08-29T03:15:01.000Z",73.15,67.15,47,58.18,52.16,66.96,51.98,63.11,75.23,78.3,98.56,"",46.78,21.73,1630206901,40.63,66.53,81.37,14,73.15,6.8,49.39,64.89
"a4lVYab6icSHpgWt52Ty","2021-08-29T03:13:01.000Z",69.66,61.96,47,53.44,48.74,65.02,45.37,58.21,71.74,78.3,89,"",44.54,21.73,1630206781,37.58,64.2,72.88,12,69.66,6.7,49.39,59.66
"YG1PtCik7HZckMA0vHXL","2021-08-29T03:11:01.000Z",68.36,60.96,47,52.31,51.44,63.71,44.07,56.95,70.44,78.3,89.75,"",42.99,21.72,1630206661,36.94,62.62,71.1,10,68.36,6.8,49.39,58.49
"bLcK29Nfl0IrqN2MLmOl","2021-08-29T03:09:01.000Z",69.54,62.47,47,56.88,49.56,63.71,43.17,56.32,71.62,78.3,95.58,"",44.62,21.73,1630206541,34.2,62.6,78.93,8,69.54,6.7,49.39,63.2
"j5uxhPM9XaGFJ4igk3yk","2021-08-29T03:07:01.000Z",72.69,67.3,47,61.2,48.12,65.25,46.98,59.55,74.77,78.3,95.58,"",46.08,21.68,1630206421,35.1,64.05,79.5,6,72.69,6.6,49.39,66.99
"jg1b7UtbVUt19KipOdno","2021-08-29T03:05:01.000Z",72.36,66.89,47,60.63,53.42,65.25,48.38,60.46,74.44,78.3,92.66,"",45.62,21.7,1630206301,34.47,64.29,79.5,4,72.36,6.7,49.39,65.92
"haLfiBCRLN5hqla9KwS8","2021-08-29T03:03:01.000Z",69.72,62.38,47,57.25,54.86,63.88,47.87,59.28,71.8,78.3,87.19,"",46.02,21.7,1630206181,33.9,63.22,74.14,2,69.72,6.7,49.93,62.11
"4X9GWQ3e8eNKTnEMXw6w","2021-08-29T02:59:01.000Z",83.58,78.3,47,63.96,55.57,78,63.74,74.8,85.66,79.4,114.75,23,50.14,20.58,1630205941,37.17,76.16,96.73,58,83.58,6.9,49.93,73.16
"VjstmVyorhHkgbXxUyUK","2021-08-29T02:57:01.000Z",83.56,78.28,47,63.76,57.34,77.99,63.75,74.79,85.64,79.4,114.75,23,49.44,20.57,1630205821,36.91,76.17,96.73,56,83.56,6.6,49.39,73.11
"IG1Gg4SfSiMVmwA6ge5D","2021-08-29T02:55:01.000Z",68.52,60.78,47,51.93,46.41,63.66,46.63,59.4,70.6,79.5,92.8,23,41.78,20.54,1630205701,32.32,62.81,73.88,54,68.52,6.9,49.39,57.7
"s67iN5rjtlp8UtfUSM9R","2021-08-29T02:53:01.000Z",69.65,61.97,47,51.59,50.57,64.37,48.56,60.91,71.73,79.4,92.8,23,43.5,20.62,1630205581,33,64.11,73.88,52,69.65,6.7,49.39,59.36
"mVS5lnIHD5oc6BX4ouOS","2021-08-29T02:51:01.000Z",69.65,62.53,47,53.11,54.7,63.91,49.12,60.66,71.73,79.4,88.19,23,44.68,20.56,1630205461,36.33,63.84,74.09,50,69.65,6.7,49.39,60.28
"9zemAQ06DxMQNw4rAbEZ","2021-08-29T02:49:01.000Z",68.61,61.5,47,54.16,52.82,62.52,47.72,59.47,70.69,79.4,88.19,23,43.67,20.56,1630205341,35.74,62.73,74.09,48,68.61,6.6,49.39,59.79
"WHdS5DNrm0B1juc9vV49","2021-08-29T02:47:01.000Z",72.05,65.29,47,58.97,51.98,64.33,50.87,61.42,74.13,79.4,90.35,23,48.52,20.64,1630205221,34.7,65.04,77.9,46,72.05,6.6,49.93,66.41
"eGfz6a9gwO1x88f4rw46","2021-08-29T02:45:01.000Z",72.5,65.76,47,58.68,60.81,65.15,50.68,61.29,74.58,79.4,90.35,23,49.28,20.56,1630205101,36.02,65.41,77.9,44,72.5,6.5,49.39,66.97
"yoXpCXFFzy8LPpEv2Ock","2021-08-29T02:43:01.000Z",70.9,62.84,47,54.6,56.06,65.01,49.96,62.01,72.98,79.4,91.9,23,46.14,20.62,1630204981,36.35,65.53,76.13,42,70.9,6.5,49.39,62.06
"ubP79cr7QTCfFLdVipwV","2021-08-29T02:41:01.000Z",71.2,63.59,47,57.9,60.28,65.12,50.26,62.28,73.28,79.5,91.9,23,48.61,20.55,1630204861,40.96,65.35,76.13,40,71.2,6.7,49.93,62.32
"i2JhIDwGoTnvL2LaQBta","2021-08-29T02:39:01.000Z",69.87,62.57,47,57.93,57.79,63.83,48.21,60.07,71.95,79.4,86.94,23,47.73,20.57,1630204741,40.38,63.22,74.06,38,69.87,6.7,49.93,62.06
"mOxZNSl7rYnbZavrSVUF","2021-08-29T02:37:01.000Z",70.08,63.18,47,56.93,48.22,63.61,48.87,60.21,72.16,79.4,89.21,23,44.63,20.59,1630204621,32,63.29,74.06,36,70.08,6.8,49.93,63.08
"TJn3f252ezGOKk8mkh6L","2021-08-29T02:35:01.000Z",72.59,65.53,47,58.47,53.66,65.88,51.67,62.7,74.67,79.4,98.23,23,46.93,20.64,1630204501,37.68,66.68,81.43,34,72.59,6.7,49.39,65.2
"zdQoLqYQOZFrMlVuqExn","2021-08-29T02:33:01.000Z",72.71,65.2,47,58.21,55.12,66.51,52.22,63.37,74.79,79.4,98.23,23,46.72,20.59,1630204381,39.01,67.09,81.43,32,72.71,6.7,49.39,64.32
"O0EFViLKIEqI5NbOjXlE","2021-08-29T02:31:01.000Z",70.33,63,47,56.49,55.44,64.59,49.32,60.85,72.41,79.5,88.93,23,45.06,20.55,1630204261,36.34,64.3,73.18,30,70.33,6.8,50.46,61.58
"rDIaZfPNmFIiDsdaIsXY","2021-08-29T02:29:01.000Z",68.6,61.11,47,53.49,49.93,63.08,47.91,59.41,70.68,79.4,88.93,23,42.62,20.58,1630204141,37.4,63.15,73.94,28,68.6,6.5,49.39,58.3
"5fBxYjfFkjY3K3rpEUWv","2021-08-29T02:27:01.000Z",68,59.46,47,51.54,46.78,63.04,48.7,59.14,70.08,79.4,87.22,23,42.84,20.6,1630204021,36.91,62.81,73.94,26,68,6.7,50.46,56.52
"vLL9SdHVpeXtmQB2Y8nC","2021-08-29T02:25:01.000Z",75.55,67.38,47,54.79,47.82,68.7,53.76,67.54,77.63,79.4,105.59,23,45.48,20.6,1630203901,33.88,71.56,87.69,24,75.55,6.9,50.46,63.89
"G36ZSxp18pLGeL3QEIPX","2021-08-29T02:23:01.000Z",75.82,68.34,47,56.59,53.35,68.82,53.29,67.45,77.9,79.4,105.59,23,45.83,20.6,1630203781,34,71.56,87.69,22,75.82,6.5,50.46,64.94
"K8olwJY1dIwyquPOpXL6","2021-08-29T02:21:01.000Z",71.1,64.98,47,56.13,52.47,64.77,48.96,60.79,73.18,79.4,98.36,23,44.3,20.62,1630203661,34.19,64.96,76.54,20,71.1,6.6,49.39,62.73
"a4HatG0oyLGG24fNTHgK","2021-08-29T02:19:01.000Z",70.62,63.26,47,55.35,53.2,64.75,49.34,61.32,72.7,79.4,98.36,23,44.05,20.61,1630203541,35.62,65.17,76.54,18,70.62,6.3,49.93,61.27
"q0tPgc3wKB38lFu08tqE","2021-08-29T02:17:01.000Z",71.66,65.29,47,59.25,47.66,65.56,48.31,60.67,73.74,79.4,94.62,23,46.16,20.59,1630203421,35.16,64.75,80.89,16,71.66,6.6,50.46,64.12
"XrrRA7Zavz8DXfdwxMHk","2021-08-29T02:15:01.000Z",71.59,65.06,47,58.57,48.93,65.6,48.48,60.77,73.67,79.4,94.62,23,45.02,20.61,1630203301,33.43,64.94,80.89,14,71.59,6.7,49.93,63.92
"DDVnld2AlfpKOeFKsPrd","2021-08-29T02:13:01.000Z",69.93,61.86,47,53.93,50.42,64.54,48.85,60.85,72.01,79.4,90.91,23,44.02,20.58,1630203181,35.12,64.44,75.24,12,69.93,6.7,49.93,60.5
"lUXyzkEIcPy97cT6mhzr","2021-08-29T02:11:01.000Z",79.64,73.32,47,60.79,46.27,73.87,56.69,69.89,81.72,79.4,105.9,23,48.41,20.63,1630203061,35.32,72.05,92.24,10,79.64,6.9,50.46,72.7
"Vt6pPeueSrQ2PoieGUZe","2021-08-29T02:09:01.000Z",79.72,73.51,47,61.01,54.98,74,56.76,69.88,81.79,79.3,105.9,23,48.61,20.71,1630202941,35,71.99,92.24,8,79.72,6.9,49.93,72.74
"zbPG3YEpFKOo9JiP4oW0","2021-08-29T02:07:01.000Z",71.81,65.54,47,57.18,49.67,66.01,51.12,62.34,73.89,79.3,91.58,23,47.54,20.66,1630202821,35.54,65.01,76.97,6,71.81,6.7,49.93,62.98
"4FWMpO4NucDKfIofPxjF","2021-08-29T02:05:01.000Z",70.98,64.19,47,57.77,55.84,64.5,49.94,61.54,73.05,79.4,88.56,23,47.76,20.62,1630202701,35.5,64.66,74.67,4,70.98,7,50.46,62.94
"2JdL5Z5XykkpVhT5RfmP","2021-08-29T02:03:01.000Z",69.88,61.92,47,55.83,50.6,64.09,47.34,60.96,71.95,79.4,89.04,23,45.72,20.62,1630202581,34.82,64.16,74.3,2,69.88,6.9,49.93,61.03
"Yy9dLBrmC0qatYnfFIYP","2021-08-29T02:01:01.000Z",70.11,61.83,47,53.58,51.06,64.35,49.92,62.13,72.19,79.4,89.04,23,43.65,20.62,1630202461,34.38,64.73,74.44,"",70.11,7,49.93,60.22
"nVcGX1pvT2KFKknn9gsK","2021-08-29T01:59:01.000Z",70.06,62.3,47,54.86,51.41,64.07,50.46,61.61,72.13,79.3,88.19,22,43.4,20.66,1630202341,35.55,64.29,74.44,58,70.06,6.6,49.39,61.13
"1bnWjegZT5TdWrNNUvsn","2021-08-29T01:57:01.000Z",69.56,61.66,47,53.91,52.4,63.86,49.96,61.31,71.64,79.3,86.64,22,44.88,20.66,1630202221,36.83,64.03,73.63,56,69.56,6.9,49.93,59.41
"g8iKDmn3Hj5wDeWE00QQ","2021-08-29T01:55:01.000Z",68.66,60.59,47,52.4,49.83,63.22,48.79,60.45,70.74,79.4,86.17,22,44.49,20.63,1630202101,35.96,63.25,72.69,54,68.66,7.2,49.93,57.8
"e2fSgEmRfsnU2WhZvceZ","2021-08-29T01:53:01.000Z",69.21,61.57,47,56.47,48.21,63.58,47.87,59.48,71.28,79.3,87.38,22,45.05,20.66,1630201981,36.04,63.22,72.94,52,69.21,6.8,49.93,60.36
"9dfn6a2HeRM7dIiTcNkU","2021-08-29T01:51:01.000Z",72.26,65.46,47,59.35,51.69,66.51,48.62,61.35,74.34,79.4,92.86,22,46.52,20.62,1630201861,37.21,65.92,78.33,50,72.26,7,49.39,64.11
"Fluh6lXPheWDGZsfebhH","2021-08-29T01:49:01.000Z",71.63,64.74,47,57.62,48.58,66.26,47.1,60.63,73.71,79.3,92.86,22,45.41,20.67,1630201741,34.86,65.47,78.33,48,71.63,7.3,50.46,63.02
"SCXqKd451hgpc8OQBdAD","2021-08-29T01:47:01.000Z",69.69,61.96,47,56.53,50.47,64.52,47.19,59.04,71.77,79.3,86.49,22,48.22,20.67,1630201621,39.08,63.74,72.82,46,69.69,6.9,49.39,60.7
"lJVJjMGMHkcpz3uox2Ur","2021-08-29T01:45:01.000Z",71.51,64.8,47,57,54.98,66.31,50.32,61.22,73.59,79.4,94.04,22,48.13,20.64,1630201501,39.17,65.06,75.98,44,71.51,6.6,49.93,62.18
"lV7dVI1EBtiqiR7Yl9mn","2021-08-29T01:43:01.000Z",71.32,64.54,47,55.25,58.73,66.36,50.62,61.56,73.4,79.3,94.04,22,45.72,20.69,1630201381,35.72,65.09,75.98,42,71.32,6.7,49.39,60.87
"F7a35AgMuj13iImg70cb","2021-08-29T01:41:01.000Z",69.46,61.67,47,53.85,49.18,64.43,48.22,59.98,71.53,79.3,91.66,22,44.71,20.69,1630201261,36.33,63.84,74.06,40,69.46,6.9,49.39,59.15
"waFrHsWsnLhHPEW6Glif","2021-08-29T01:39:01.000Z",68.76,60.71,47,50.39,46.63,63.67,47.59,59.57,70.84,79.1,88.43,22,41.69,20.86,1630201141,33.88,63.65,72.58,38,68.76,6.7,49.39,57.82
"YmSFshgWdVpYaQhWFZxk","2021-08-29T01:37:01.000Z",71.12,62.09,47,57.46,51.69,64.43,52.52,63.58,73.2,79.2,94.48,22,50.73,20.76,1630201021,44.74,66.21,80.39,36,71.12,6.9,49.39,60.81
"ERAEcAmsyDMy6UFz2NCH","2021-08-29T01:35:01.000Z",77.1,69.29,47,60.55,54.86,69.77,55.11,68.92,79.18,79.3,103.66,22,51.8,20.67,1630200901,45.02,72.77,87.23,34,77.1,6.8,49.93,66.92
"eG8mEnWELCXhe5IjRnfK","2021-08-29T01:33:01.000Z",78.37,70.62,47,64.57,55.99,71.56,56.63,68.95,80.45,79.3,103.66,22,50.3,20.7,1630200781,36.61,73.54,87.23,32,78.37,7.1,50.46,69.53
"ax3vGwH1zrFOJETqJb3h","2021-08-29T01:31:01.000Z",75.32,67.45,47,63.92,53.79,69.14,55.23,64.75,77.4,79.4,100.52,22,49.39,20.64,1630200661,35,69.39,86.07,30,75.32,6.9,49.93,67.58
"FVsOKNEoTQtTmavDitUb","2021-08-29T01:29:01.000Z",75.13,68.25,47,60.07,51.1,68.54,52.43,65.48,77.21,79.3,102.42,22,47.45,20.69,1630200541,35.4,69.87,85.84,28,75.13,6.7,49.93,66.34
"fqomICOw2Uf5b5j9YVL0","2021-08-29T01:27:01.000Z",74.87,67.81,47,60.25,58.22,68.5,51.91,64.61,76.95,79.3,102.42,22,47.48,20.7,1630200421,35.31,69.66,85.84,26,74.87,6.8,49.39,66.19
"YSGjQ5v8dOcJbuqNIfPh","2021-08-29T01:25:01.000Z",76.25,70.8,47,60.08,56.1,69.37,53.03,67.99,78.33,79.3,109.86,22,47.17,20.73,1630200301,35.89,69.94,87.16,24,76.25,6.8,50.46,66.07
"zfc2GrT6P5iSwnT6jook","2021-08-29T01:23:01.000Z",79.9,72.46,47,60.35,59.31,71.72,57.78,72.49,81.98,79.3,111.46,22,49.82,20.7,1630200181,39.88,75.97,92.08,22,79.9,6.8,49.39,67.88
"EZ7VlSBXSrIOTqiIzVOG","2021-08-29T01:21:01.000Z",78.39,68.96,47,57.51,52.86,70.1,57.01,71.1,80.47,79.3,111.46,22,49.51,20.67,1630200061,41.75,75.25,92.08,20,78.39,6.7,49.93,65.35
"ZvlFsWLc6SvUda2b05Gi","2021-08-29T01:19:01.000Z",77.49,68.56,47,57.92,54.54,69.47,55.39,69.23,79.57,79.3,110.05,22,46.14,20.69,1630199941,39.73,74.15,91.82,18,77.49,6.4,50.46,66.68
"Ynw16vCXWUtz7Y2042d0","2021-08-29T01:17:01.000Z",77.36,68.26,47,57.35,53.01,69.27,55.02,69.14,79.44,79.3,110.05,22,44.99,20.72,1630199821,35.8,74.1,91.82,16,77.36,6.5,49.93,66.57
"HLz2sL3HgIbqvqa7Za8F","2021-08-29T01:15:01.000Z",72.08,64.9,47,58.88,56.13,65.67,50.72,62.03,74.15,79.3,93.36,22,46.96,20.7,1630199701,37.13,65.55,79.66,14,72.08,6.9,50.46,65.07
"UoO3ooKkLVCQYYX7cw0w","2021-08-29T01:13:01.000Z",76.73,70.69,47,63.18,58.5,70.9,52.77,65.42,78.81,79.3,108.21,22,48.18,20.7,1630199581,37.46,68.67,88.75,12,76.73,7,51,69.94
"DHfC41OEep8emjLwAFt0","2021-08-29T01:11:01.000Z",77.4,70.99,47,62.35,54.1,71.4,54.47,67.29,79.48,79.3,108.21,22,46.97,20.73,1630199461,36.24,70.85,88.75,10,77.4,6.9,51,69.57
"pJAiF0giP7yVR1etmB7F","2021-08-29T01:09:01.000Z",75.26,68.84,47,60.79,55.5,68.47,54.12,66.04,77.34,79.3,101.8,22,46.24,20.7,1630199341,35.49,69.75,84.52,8,75.26,6.9,51,65.97
"gttjGBmnN2YObmSETpVE","2021-08-29T01:07:01.000Z",73.32,67.73,47,60.13,55.04,67.08,51.4,63.01,75.4,79.3,97.57,22,45.69,20.72,1630199221,35.46,66.54,83.82,6,73.32,6.9,51.54,64.37
"bRWUIbD11FyqDUDGM0C0","2021-08-29T01:05:01.000Z",77.94,69.95,47,58.03,53.45,70.32,55.25,71.34,80.02,79.3,106.89,22,47.45,20.72,1630199101,37.86,73.64,88.74,4,77.94,6.6,50.46,65.82
"QCOzBCYILTaMSx2ytefD","2021-08-29T01:03:01.000Z",77.91,69.82,47,59.96,60.28,70.22,55.39,71.31,79.99,79.3,106.89,22,47.76,20.71,1630198981,38.77,73.56,88.74,2,77.91,6.7,51,66.12
